User_Id,Race,Flavors,Positive,Negative,Medical
326,indica,"Ammonia, Tree, Chestnut, Pungent, Pear, Tree Fruit, Lime, Berry, Tea, Sage, Mango, Pine, Mint, Cheese, Strawberry","Happy, Tingly, Hungry, Uplifted, Talkative","Dry Eyes, Anxious, Paranoid","Muscle Spasms, Depression, Insomnia, Seizures, Pain, Headaches, Lack of Appetite, Cramps, Inflammation, Fatigue, Spasticity"
327,sativa,"Rose, Strawberry, Diesel, Chestnut, Blue Cheese, Flowery, Pepper, Honey, Chemical, Minty, Apple, Peach, Tree, Blue, Earthy, Sage, Berry, Violet, Fruit, Lemon, Mint, Cheese","Aroused, Energetic, Euphoric, Hungry, Uplifted, Tingly, Focused",,"Headache, Spasticity, Headaches, Insomnia, Pain, Stress"
328,,"Pear, Coffee, Woody, Tar, Violet, Blueberry, Cheese, Strawberry, Mint, Pepper, Blue Cheese, Sweet, Pine, Apricot, Lavender, Honey, Tobacco, Flowery, Apple, Skunk, Tea, Orange, Chestnut, Vanilla, Nutty, Citrus, Fruit, Chemical","Creative, Tingly, Relaxed, Aroused, Sleepy, Energetic","Anxious, Paranoid","Pain, Spasticity, Fatigue, Depression, Seizures"
329,hybrid,"Woody, Butter, Sweet, Menthol, Minty, Blue Cheese, Tar, Sage, Mango, Pepper, Spicy/Herbal, Strawberry, Skunk, Mint, Pine, Earthy, Fruit, Chestnut, Chemical, Lime, Peach, Tree","Uplifted, Sleepy, Relaxed, Hungry, Creative, Talkative, Happy","Dry Mouth, Paranoid","Muscle Spasms, Seizures, Pain, Nausea"
330,,"Earthy, Apricot, Orange, Blue, Violet, Sweet, Pepper, Plum, Blue Cheese, Menthol, Mango, Lime, Woody, Coffee, Nutty, Tar, Pine, Citrus, Vanilla","Tingly, Sleepy","Dry Eyes, Anxious, Paranoid, Dizzy","Lack of Appetite, Fatigue, Inflammation, Stress, Cramps, Pain, Insomnia, Eye Pressure, Muscle Spasms"
331,"indica, sativa","Nutty, Berry, Apple, Woody, Butter, Tropical, Sage, Diesel, Violet, Tar, Ammonia, Peach, Vanilla, Honey, Flowery, Fruit, Pepper, Lemon, Tree Fruit, Plum, Tree, Blueberry, Chestnut, Coffee, Citrus, Strawberry, Chemical, Tobacco",,,"Spasticity, Eye Pressure, Cramps, Pain, Seizures, Inflammation, Headaches, Muscle Spasms"
332,"indica, hybrid","Earthy, Tobacco, Pine, Orange, Tree Fruit, Chemical, Lime, Grape, Lavender, Tropical, Berry, Strawberry, Blue, Ammonia, Pungent, Sweet, Rose, Fruit, Pepper, Blue Cheese, Coffee, Minty, Woody, Apple","Talkative, Giggly, Tingly, Relaxed, Happy",,"Eye Pressure, Spasticity, Muscle Spasms, Fatigue, Stress, Inflammation"
333,sativa,"Tree Fruit, Blueberry, Tree, Spicy/Herbal, Mango, Skunk, Coffee, Menthol, Woody, Pine, Apple, Pungent, Grape","Euphoric, Relaxed, Giggly, Aroused, Focused","Dry Mouth, Anxious, Dry Eyes, Dizzy","Muscle Spasms, Cramps, Lack of Appetite, Stress, Spasticity, Fatigue, Headache, Depression, Headaches"
334,sativa,"Blue Cheese, Pine, Grape, Mango","Happy, Aroused, Focused, Uplifted, Hungry, Giggly, Energetic",Dizzy,"Pain, Headaches, Insomnia, Depression, Muscle Spasms, Spasticity, Fatigue"
335,indica,"Nutty, Spicy/Herbal, Honey, Pepper, Pine, Butter, Chemical, Blue, Tree, Coffee, Cheese, Mint, Tobacco, Tea, Mango, Tar, Diesel, Peach","Giggly, Happy",,Lack of Appetite
336,indica,"Tree, Chemical, Coffee, Pineapple, Ammonia, Citrus, Pungent","Energetic, Hungry, Relaxed, Sleepy, Euphoric",,"Cramps, Headache, Spasticity, Eye Pressure, Lack of Appetite, Pain, Muscle Spasms, Fatigue"
337,"indica, hybrid","Grape, Menthol, Pineapple, Apple, Tobacco, Tree, Sage, Tropical, Violet, Chemical, Minty, Tar, Blue, Pepper, Butter, Pungent, Blue Cheese, Coffee, Honey, Strawberry, Lime, Fruit, Lavender, Plum, Vanilla, Flowery, Tree Fruit, Chestnut, Spicy/Herbal, Grapefruit, Pine, Blueberry","Sleepy, Energetic, Focused, Aroused, Relaxed, Giggly","Dry Eyes, Anxious, Dizzy","Muscle Spasms, Insomnia, Depression, Cramps, Inflammation, Fatigue"
338,sativa,"Flowery, Blue, Pear, Lemon, Ammonia, Spicy/Herbal, Grape, Coffee, Chemical, Mint, Lavender, Tree Fruit, Sage, Violet","Energetic, Tingly, Hungry, Relaxed, Euphoric, Giggly, Talkative",Paranoid,"Headaches, Lack of Appetite, Muscle Spasms, Depression, Nausea, Insomnia, Eye Pressure, Headache, Pain"
339,sativa,"Mango, Earthy, Pine, Pungent, Blue, Coffee, Mint, Minty, Tree Fruit, Woody, Berry, Apple, Fruit, Tobacco, Citrus, Plum","Giggly, Sleepy, Happy, Creative, Talkative, Relaxed, Tingly, Hungry, Euphoric, Energetic, Uplifted, Aroused",Dry Eyes,"Muscle Spasms, Fatigue, Depression, Insomnia, Lack of Appetite, Headache, Pain, Eye Pressure, Inflammation"
340,"sativa, indica","Mint, Blue, Fruit, Grape, Honey, Sage, Citrus, Orange, Chestnut, Pepper, Pineapple, Pear, Rose, Skunk, Chemical, Woody, Diesel, Grapefruit, Earthy, Spicy/Herbal, Ammonia, Butter, Cheese, Vanilla, Tree, Menthol, Tree Fruit, Tea, Pine, Tropical, Berry, Blue Cheese, Violet, Lime","Energetic, Aroused, Euphoric, Hungry, Giggly, Focused, Happy","Dry Mouth, Dry Eyes","Pain, Stress, Headaches, Spasticity, Fatigue"
341,indica,"Sage, Pear, Sweet, Pepper, Berry, Woody, Peach, Tea, Pine, Blueberry, Grape, Violet, Pungent, Menthol, Citrus, Nutty, Orange, Diesel, Lavender, Chestnut, Coffee, Apple, Flowery, Blue Cheese, Cheese, Tree Fruit, Mint, Skunk, Chemical","Hungry, Happy, Uplifted","Paranoid, Dry Eyes, Dizzy","Headache, Inflammation, Muscle Spasms, Cramps, Eye Pressure, Seizures, Depression, Lack of Appetite, Headaches, Nausea"
342,"sativa, hybrid","Chemical, Pear, Strawberry, Coffee, Blue, Blue Cheese, Skunk, Ammonia, Orange, Woody, Tea, Earthy, Violet, Citrus, Pine, Sweet","Sleepy, Giggly, Tingly, Relaxed, Focused, Uplifted, Happy, Creative, Aroused",,"Headache, Seizures, Stress, Insomnia, Muscle Spasms, Cramps, Lack of Appetite"
343,,"Blue, Honey, Mint, Lavender, Tobacco, Minty, Lemon, Tar, Chestnut, Sweet, Tea, Tropical, Flowery, Pine, Pepper, Butter, Diesel, Skunk, Pineapple, Vanilla, Menthol, Orange","Uplifted, Aroused, Talkative, Sleepy",,"Lack of Appetite, Inflammation, Pain, Fatigue, Insomnia, Stress, Nausea, Headache"
344,,"Blue, Chemical, Nutty, Ammonia, Lemon, Rose, Butter, Menthol, Woody, Tropical, Chestnut, Earthy, Skunk, Coffee, Diesel, Sweet, Pineapple, Minty, Plum, Flowery, Honey, Spicy/Herbal, Lavender, Grape, Pungent, Orange, Sage","Talkative, Relaxed, Creative",,"Muscle Spasms, Spasticity, Cramps, Headaches, Eye Pressure, Pain, Fatigue"
345,"hybrid, indica","Strawberry, Vanilla","Giggly, Euphoric, Happy, Aroused, Focused, Sleepy, Uplifted, Hungry, Tingly","Anxious, Dry Eyes, Dry Mouth",
346,"indica, sativa","Chemical, Tree Fruit, Honey, Tea, Spicy/Herbal, Menthol, Tree, Pear, Peach, Tropical, Sweet, Mango, Lemon, Skunk, Grapefruit, Pungent, Diesel, Apple, Woody, Pineapple, Orange, Mint, Berry, Strawberry, Chestnut, Blue Cheese, Cheese, Coffee, Butter, Vanilla, Fruit, Apricot, Minty, Pepper","Giggly, Sleepy, Creative, Hungry, Happy, Tingly, Uplifted, Euphoric, Aroused",Dizzy,
347,"indica, hybrid","Tobacco, Blueberry, Flowery, Chemical, Tar","Sleepy, Uplifted",Dry Mouth,
348,,"Grape, Pineapple, Peach, Plum, Spicy/Herbal, Berry, Cheese, Diesel, Pepper, Tobacco, Tar, Woody, Lime, Blueberry, Tea, Pungent, Sage, Earthy, Mango, Nutty, Tropical, Citrus, Apple","Euphoric, Talkative, Relaxed, Happy","Paranoid, Anxious, Dry Eyes","Insomnia, Seizures"
349,hybrid,"Pineapple, Rose, Orange, Diesel, Skunk, Tobacco, Nutty, Pungent, Grapefruit, Plum, Blue, Earthy, Flowery, Blue Cheese, Peach, Chestnut, Tea, Ammonia","Hungry, Creative, Focused","Anxious, Dizzy, Dry Eyes","Headache, Nausea, Fatigue, Pain, Cramps, Insomnia, Stress"
350,,Orange,"Tingly, Sleepy, Hungry, Happy, Energetic",,"Spasticity, Headaches, Pain, Stress, Headache, Lack of Appetite, Insomnia, Muscle Spasms, Eye Pressure"
351,"indica, hybrid","Tree, Earthy, Apple, Vanilla, Lavender, Tea, Ammonia, Berry, Tobacco, Coffee, Rose, Diesel, Sweet, Mango, Citrus, Cheese, Minty, Skunk, Fruit, Blue Cheese, Sage, Blueberry, Tar, Lemon, Tropical, Peach, Honey, Plum, Orange, Nutty, Pineapple, Lime, Pungent","Happy, Giggly, Focused, Relaxed, Euphoric, Hungry, Uplifted, Creative",Dizzy,"Inflammation, Nausea, Cramps, Fatigue, Headache, Eye Pressure, Stress"
352,sativa,"Grape, Mint, Berry, Tropical, Orange, Blue, Blueberry, Lemon, Earthy, Tree Fruit, Coffee, Plum, Pineapple","Energetic, Aroused, Euphoric, Sleepy, Relaxed, Hungry, Focused, Giggly","Dry Eyes, Anxious",
353,"sativa, indica","Tree Fruit, Tea, Lemon, Strawberry, Blueberry, Lime, Spicy/Herbal, Chestnut, Peach, Blue, Blue Cheese, Earthy, Nutty, Diesel, Menthol, Butter, Fruit, Pine, Flowery, Apricot, Skunk, Violet","Energetic, Relaxed, Sleepy, Hungry","Dry Eyes, Dry Mouth, Paranoid, Anxious","Headaches, Lack of Appetite, Inflammation, Seizures, Spasticity, Headache"
354,"sativa, indica, hybrid","Pine, Lemon, Rose, Violet, Diesel",Focused,"Dry Mouth, Dizzy, Paranoid","Lack of Appetite, Nausea, Depression, Pain, Inflammation"
355,,"Nutty, Tree Fruit, Tree, Spicy/Herbal, Tea, Coffee, Earthy, Violet, Menthol, Plum, Tar, Sage, Sweet, Pine, Woody, Mango, Grape, Strawberry, Lime, Tobacco, Pungent, Blue Cheese, Pear, Pineapple, Lavender, Lemon, Apricot",,"Paranoid, Dizzy","Lack of Appetite, Depression, Stress, Nausea, Muscle Spasms, Headache, Cramps"
356,,"Strawberry, Lavender, Pungent, Pear, Peach, Cheese, Rose, Orange, Tea, Diesel, Menthol, Coffee, Spicy/Herbal","Euphoric, Happy, Talkative, Relaxed","Anxious, Dry Mouth","Pain, Depression, Inflammation, Stress, Lack of Appetite"
357,"sativa, indica, hybrid","Fruit, Plum, Minty, Tar, Ammonia, Blue, Apricot, Citrus, Grape, Woody, Tropical, Chestnut, Blueberry, Honey, Lime, Lemon, Pungent, Apple, Flowery, Sage, Coffee, Mint, Tree, Pear, Nutty, Violet, Diesel, Chemical, Strawberry, Tree Fruit, Orange, Earthy, Spicy/Herbal","Giggly, Uplifted, Hungry, Aroused, Happy","Dry Eyes, Anxious, Dizzy, Dry Mouth","Cramps, Insomnia, Lack of Appetite, Depression, Nausea, Spasticity"
358,,"Lavender, Vanilla, Berry, Pepper, Sweet","Creative, Focused, Uplifted, Aroused, Sleepy, Giggly","Anxious, Dry Eyes, Dizzy, Dry Mouth","Nausea, Spasticity, Eye Pressure, Fatigue, Inflammation, Muscle Spasms, Stress"
359,sativa,"Strawberry, Pine, Blueberry, Lavender, Tree, Honey, Lemon, Apricot, Pungent, Nutty, Blue, Mango, Lime, Diesel, Chemical, Plum, Citrus, Grapefruit, Spicy/Herbal, Fruit, Grape, Skunk, Flowery, Sweet","Energetic, Hungry, Sleepy, Talkative, Giggly","Anxious, Dry Mouth","Headache, Depression, Headaches, Spasticity, Pain, Fatigue, Seizures, Stress, Cramps, Insomnia"
360,,"Apricot, Menthol, Rose, Honey, Chestnut, Blue, Cheese, Vanilla, Diesel, Pear, Tropical, Pungent, Lemon, Earthy, Fruit, Chemical, Orange, Tree, Woody, Peach, Coffee, Lavender, Grapefruit, Pepper, Sage, Lime, Nutty, Tree Fruit","Relaxed, Tingly, Uplifted, Focused, Talkative, Hungry, Aroused, Creative, Happy, Sleepy, Giggly",,"Eye Pressure, Fatigue, Headache, Headaches, Depression, Muscle Spasms, Lack of Appetite, Stress"
361,"hybrid, sativa, indica","Citrus, Blueberry, Honey, Rose, Blue, Plum, Lavender, Pungent, Vanilla, Pear, Coffee, Blue Cheese, Tea, Tar, Peach, Pineapple, Violet, Apple, Ammonia, Flowery, Tropical, Pepper, Orange, Menthol","Uplifted, Creative, Energetic","Anxious, Dry Eyes","Inflammation, Pain, Nausea, Insomnia, Depression, Eye Pressure"
362,hybrid,"Berry, Coffee, Blueberry, Citrus, Tropical, Pepper, Tree, Vanilla, Plum, Earthy, Apple, Strawberry, Chemical, Blue, Ammonia, Spicy/Herbal, Pear, Blue Cheese, Apricot, Lavender, Sweet, Pine, Mint, Orange, Tea, Menthol, Lime, Tree Fruit","Focused, Aroused, Energetic, Sleepy, Tingly, Uplifted, Relaxed, Giggly, Creative",,"Muscle Spasms, Seizures, Nausea, Stress, Cramps, Headaches, Headache, Fatigue"
363,"indica, sativa","Tropical, Pine, Blue Cheese, Pungent, Blueberry, Tea, Pepper, Butter, Mango, Menthol, Fruit, Tobacco, Woody, Nutty, Apricot, Plum, Minty, Skunk, Spicy/Herbal, Ammonia, Lemon","Energetic, Focused, Sleepy, Tingly, Relaxed, Euphoric","Anxious, Dizzy, Dry Mouth, Dry Eyes","Inflammation, Fatigue, Seizures, Pain, Lack of Appetite, Headaches, Insomnia, Stress, Spasticity"
364,"sativa, indica","Chestnut, Minty, Citrus, Tea, Rose, Orange, Grapefruit, Earthy, Diesel, Coffee, Flowery, Vanilla, Violet, Berry, Pungent, Blueberry, Tar, Tree Fruit, Sweet, Plum, Apricot, Peach",,"Dry Mouth, Anxious","Lack of Appetite, Fatigue"
365,,"Menthol, Skunk, Blue, Plum, Cheese, Rose, Orange, Spicy/Herbal, Apricot, Berry, Chestnut, Pineapple, Pine, Strawberry, Diesel, Tropical, Butter, Pear, Citrus, Pepper, Mint, Sweet, Blueberry",,,"Eye Pressure, Muscle Spasms"
366,,"Pineapple, Lime, Apple, Minty, Blueberry, Grapefruit, Earthy, Tropical, Strawberry, Vanilla, Menthol, Blue Cheese, Chemical, Lemon, Tree, Mango, Rose, Sweet, Flowery, Chestnut, Berry, Sage, Tea, Coffee, Mint, Pungent, Woody, Honey, Diesel, Blue, Pine, Nutty","Tingly, Energetic",,"Lack of Appetite, Headaches, Insomnia, Spasticity"
367,"indica, hybrid","Plum, Citrus, Butter, Woody, Apricot, Blueberry, Ammonia, Rose, Honey, Blue Cheese, Minty, Chestnut, Pineapple","Hungry, Energetic, Tingly, Happy, Uplifted",Dry Mouth,"Headaches, Fatigue, Depression, Nausea, Inflammation, Muscle Spasms, Headache, Eye Pressure, Pain, Cramps"
368,"indica, hybrid","Tea, Lavender, Woody, Grape, Tobacco, Lemon","Focused, Relaxed","Dry Eyes, Paranoid","Depression, Eye Pressure, Insomnia, Seizures, Headaches, Spasticity, Cramps, Pain"
369,"indica, hybrid","Lemon, Plum, Grape, Pineapple, Tobacco, Chemical, Fruit, Strawberry, Skunk, Ammonia, Chestnut, Flowery, Blueberry, Violet, Butter, Tea, Tropical, Tar, Pungent, Cheese, Earthy, Coffee, Rose, Sage, Diesel","Giggly, Euphoric, Hungry, Tingly, Aroused, Happy, Energetic, Creative",,"Lack of Appetite, Headaches, Seizures, Pain"
370,"indica, sativa","Pineapple, Strawberry, Ammonia, Chemical, Lavender, Fruit, Tar, Plum, Diesel, Cheese, Vanilla, Flowery","Happy, Euphoric, Hungry, Giggly, Uplifted, Talkative, Tingly, Focused, Sleepy","Paranoid, Dry Mouth, Dizzy, Dry Eyes","Cramps, Pain, Insomnia, Spasticity, Lack of Appetite, Headaches, Headache, Depression, Muscle Spasms"
371,sativa,"Blue, Chestnut, Butter, Sage, Tea, Ammonia, Citrus, Apricot, Menthol","Sleepy, Focused, Tingly",,"Inflammation, Insomnia, Lack of Appetite, Cramps, Nausea, Muscle Spasms, Fatigue, Seizures, Headache"
372,hybrid,Nutty,"Euphoric, Focused, Talkative, Energetic, Giggly, Happy, Relaxed","Dizzy, Anxious, Dry Mouth","Stress, Spasticity, Muscle Spasms, Headache, Seizures, Eye Pressure, Lack of Appetite, Pain, Depression, Headaches"
373,indica,"Blue Cheese, Tropical, Pepper, Tea, Sweet, Plum, Skunk, Earthy, Cheese, Ammonia","Focused, Energetic, Relaxed, Hungry, Uplifted, Aroused, Happy, Tingly, Giggly","Dry Mouth, Paranoid, Dizzy","Lack of Appetite, Seizures, Insomnia, Stress"
374,"sativa, hybrid","Grapefruit, Pine, Coffee, Chestnut, Apricot, Lemon, Berry, Tar, Diesel, Blue, Peach, Woody, Minty, Spicy/Herbal, Mint, Honey, Menthol, Cheese, Apple, Nutty, Tropical, Mango, Lavender, Ammonia, Tree Fruit, Pear, Blueberry, Tree, Sage","Energetic, Talkative, Aroused, Hungry, Relaxed, Tingly, Giggly","Paranoid, Dry Mouth, Anxious","Seizures, Muscle Spasms"
375,"indica, hybrid, sativa","Pepper, Earthy, Mint, Cheese","Tingly, Giggly, Creative, Happy",Paranoid,"Headaches, Stress, Nausea, Inflammation, Muscle Spasms"
376,,"Apricot, Lavender, Honey, Tree Fruit, Orange, Fruit, Lime, Chemical, Grape, Cheese","Aroused, Tingly, Focused, Relaxed, Giggly, Sleepy, Creative, Euphoric","Dry Mouth, Dry Eyes, Paranoid","Cramps, Inflammation, Seizures"
377,,Violet,"Euphoric, Sleepy, Happy, Relaxed, Talkative, Aroused, Energetic","Dry Mouth, Anxious","Fatigue, Spasticity, Lack of Appetite, Headaches, Cramps, Seizures, Muscle Spasms, Depression, Headache, Pain"
378,"indica, hybrid","Spicy/Herbal, Tropical, Grapefruit, Lemon, Tree Fruit, Pungent, Vanilla, Strawberry, Tree, Fruit, Peach, Tar, Apple, Woody, Plum, Chemical, Blue, Grape, Flowery, Earthy, Honey, Nutty, Butter, Diesel, Menthol, Blueberry","Sleepy, Focused","Paranoid, Dry Eyes","Headache, Muscle Spasms"
379,"sativa, indica","Skunk, Butter, Sweet, Earthy, Mint, Strawberry, Peach, Grapefruit, Tropical, Minty, Blueberry, Sage, Pine, Tar, Diesel, Pungent, Vanilla, Violet, Flowery, Chestnut, Tree","Tingly, Sleepy, Creative, Aroused, Hungry, Giggly, Energetic","Anxious, Dizzy, Dry Mouth","Muscle Spasms, Stress, Inflammation"
380,"sativa, indica","Woody, Pepper, Fruit, Plum, Citrus, Pungent, Blue, Coffee, Nutty, Grape, Mango, Honey, Lavender, Strawberry, Vanilla, Chemical, Lemon, Tar, Sage, Butter","Euphoric, Giggly, Energetic, Focused, Creative, Aroused, Relaxed","Paranoid, Dry Eyes",Stress
381,"indica, hybrid",,"Euphoric, Tingly, Hungry, Relaxed, Focused, Energetic, Giggly, Happy, Aroused, Sleepy","Dizzy, Dry Mouth, Dry Eyes","Insomnia, Pain"
382,indica,"Ammonia, Citrus, Mango, Sage, Honey, Blue Cheese, Peach, Spicy/Herbal, Fruit, Lime, Tar, Pepper, Blueberry, Cheese, Pungent, Grape","Hungry, Aroused, Creative, Happy, Relaxed, Sleepy, Focused, Tingly",,
383,"sativa, hybrid","Nutty, Sage, Pineapple, Peach, Lime, Tree Fruit, Blueberry, Chemical, Pine, Tree, Pear, Pepper, Vanilla, Apricot, Tea, Diesel, Tar, Woody, Coffee, Mango, Tropical, Sweet, Honey, Spicy/Herbal, Ammonia, Pungent, Skunk, Rose, Tobacco, Plum, Blue Cheese","Relaxed, Tingly","Anxious, Dizzy","Fatigue, Insomnia, Spasticity, Depression, Pain, Muscle Spasms, Seizures, Cramps, Eye Pressure"
384,indica,"Grapefruit, Chemical, Honey, Pear, Pungent, Blueberry, Butter, Peach, Pine, Blue Cheese, Apricot, Pineapple, Tree Fruit, Flowery, Diesel, Blue, Menthol, Apple, Ammonia, Cheese, Plum, Pepper, Sweet, Orange, Tobacco, Violet, Coffee, Citrus, Mint, Rose, Chestnut, Strawberry, Grape, Lavender, Tar","Creative, Focused, Happy, Relaxed, Aroused, Tingly, Energetic","Dry Eyes, Paranoid, Dry Mouth","Eye Pressure, Headaches, Headache, Stress, Muscle Spasms"
385,"hybrid, sativa","Sweet, Coffee, Peach, Rose, Sage, Pungent, Blue Cheese, Apple, Nutty, Lavender, Mint, Flowery, Cheese, Spicy/Herbal, Fruit, Apricot, Lemon, Ammonia, Minty, Strawberry, Pineapple, Pear, Tobacco, Tea, Tar","Tingly, Talkative, Relaxed, Euphoric, Sleepy, Aroused, Hungry",,
386,,"Plum, Spicy/Herbal, Tar, Blue, Minty, Pear, Tobacco, Sage, Grape, Strawberry, Lemon, Cheese, Orange, Ammonia, Blueberry, Coffee, Tea, Chestnut, Diesel, Rose, Honey, Lime, Apricot, Peach, Pepper, Blue Cheese, Butter, Skunk",,"Anxious, Dry Eyes, Dizzy","Spasticity, Depression"
387,,"Ammonia, Violet, Citrus, Earthy, Pepper, Tropical, Vanilla, Lavender, Nutty, Tobacco, Sage, Chestnut, Blue Cheese, Spicy/Herbal, Orange, Pine, Chemical, Diesel, Lemon, Mint, Plum, Apricot, Grape, Berry, Mango, Blueberry, Honey, Sweet, Strawberry, Rose, Grapefruit, Flowery","Tingly, Euphoric, Giggly, Talkative, Relaxed, Uplifted, Hungry","Dizzy, Dry Eyes, Dry Mouth, Paranoid","Headaches, Nausea, Insomnia"
388,,"Mint, Ammonia, Earthy, Spicy/Herbal, Tree, Peach, Strawberry, Coffee, Honey, Tropical, Sage, Mango, Apricot, Violet, Plum","Energetic, Talkative, Tingly","Dry Mouth, Anxious, Dry Eyes","Eye Pressure, Seizures, Lack of Appetite, Fatigue, Pain, Depression, Insomnia"
389,indica,,"Tingly, Relaxed, Energetic, Hungry, Focused, Giggly, Sleepy",Paranoid,"Cramps, Muscle Spasms, Depression, Eye Pressure, Headaches"
390,indica,"Minty, Plum, Tropical, Tea, Mint, Pineapple, Tree Fruit, Sage, Apricot","Giggly, Focused, Relaxed, Talkative, Euphoric, Creative, Happy, Uplifted",Dizzy,"Stress, Spasticity, Inflammation, Seizures, Nausea, Lack of Appetite, Cramps, Muscle Spasms, Headache, Fatigue"
391,"hybrid, sativa","Skunk, Tree Fruit, Ammonia, Coffee, Chemical, Menthol, Grape, Mango","Aroused, Relaxed, Focused","Anxious, Dry Mouth","Lack of Appetite, Insomnia, Muscle Spasms, Pain"
392,hybrid,"Plum, Grape, Rose, Tropical, Fruit, Butter, Berry, Lemon, Tea, Woody, Blue, Coffee, Blue Cheese","Happy, Giggly, Tingly, Uplifted, Creative, Sleepy, Hungry","Dry Mouth, Dry Eyes, Anxious, Paranoid","Fatigue, Muscle Spasms, Pain, Inflammation, Spasticity, Insomnia, Cramps, Depression, Lack of Appetite"
393,"sativa, hybrid","Minty, Mango, Berry, Honey, Nutty, Butter, Sweet","Creative, Giggly, Euphoric, Talkative",Dizzy,"Headache, Lack of Appetite, Pain, Eye Pressure, Nausea, Seizures, Stress, Insomnia"
394,indica,"Mint, Blue, Butter, Honey, Tree Fruit, Apricot, Skunk, Fruit, Diesel, Apple, Chemical, Tea, Earthy, Citrus, Vanilla, Sage, Rose, Tree, Blue Cheese, Woody","Uplifted, Focused, Happy","Dizzy, Anxious, Paranoid","Nausea, Stress, Fatigue, Cramps, Eye Pressure, Muscle Spasms, Inflammation, Spasticity, Insomnia, Lack of Appetite"
395,,"Blue, Tea, Tar, Tropical, Rose, Flowery, Skunk, Pungent, Woody, Apricot, Ammonia, Sweet, Honey, Strawberry, Grapefruit, Butter, Blue Cheese, Chestnut, Sage, Pepper, Violet, Spicy/Herbal","Relaxed, Creative, Energetic, Talkative, Focused",Anxious,Spasticity
396,"sativa, hybrid","Tropical, Menthol, Chemical, Pear, Grape, Pine, Butter, Pungent, Citrus, Mango, Honey, Flowery, Minty, Spicy/Herbal, Peach, Sage, Plum, Mint, Earthy, Lemon, Chestnut, Tobacco, Woody, Pepper","Focused, Happy, Relaxed","Dry Eyes, Dizzy","Muscle Spasms, Inflammation, Spasticity, Cramps, Stress, Pain, Eye Pressure"
397,indica,"Nutty, Pear, Diesel, Mango, Tropical, Rose, Citrus, Fruit","Hungry, Focused, Relaxed, Talkative, Sleepy","Anxious, Dry Eyes","Seizures, Eye Pressure, Headache, Spasticity, Pain, Nausea"
398,hybrid,"Grapefruit, Minty, Chestnut, Plum, Coffee, Sage, Mango, Sweet, Chemical, Tobacco, Nutty, Berry, Ammonia, Pineapple, Flowery, Tree, Tar, Violet, Lavender, Apricot, Blue, Peach, Lemon, Menthol, Pear, Spicy/Herbal, Mint, Apple, Blue Cheese, Grape, Butter","Creative, Aroused, Uplifted, Sleepy, Giggly, Hungry, Tingly","Paranoid, Anxious, Dizzy, Dry Eyes","Seizures, Headache, Stress, Lack of Appetite, Fatigue, Cramps, Muscle Spasms"
